task_id,beta
astropy__astropy-12907,-0.47682187
astropy__astropy-13033,4.153537
astropy__astropy-13236,2.4613917
astropy__astropy-13398,6.9417896
astropy__astropy-13453,0.49470928
astropy__astropy-13579,-0.7623952
astropy__astropy-13977,6.931062
astropy__astropy-14096,-1.0915599
astropy__astropy-14182,4.1354814
astropy__astropy-14309,-2.9898415
astropy__astropy-14365,3.0389132
astropy__astropy-14369,2.0888832
astropy__astropy-14508,-0.014286723
astropy__astropy-14539,-0.91856253
astropy__astropy-14598,4.1356115
astropy__astropy-14995,-1.6981826
astropy__astropy-7166,-1.0972251
astropy__astropy-7336,-2.2443793
astropy__astropy-7606,3.0151045
astropy__astropy-7671,-1.5397795
astropy__astropy-8707,4.1309175
astropy__astropy-8872,3.4274054
django__django-10097,0.7527726
django__django-10554,6.9218135
django__django-10880,-1.0717329
django__django-10914,-1.6729718
django__django-10973,-1.2586803
django__django-10999,6.9185214
django__django-11066,-3.4115999
django__django-11087,6.916289
django__django-11095,-2.0996397
django__django-11099,-3.4046247
django__django-11119,-3.426752
django__django-11133,-2.4435437
django__django-11138,4.117339
django__django-11141,2.0862608
django__django-11149,1.0705361
django__django-11163,-2.9947367
django__django-11179,-1.6787186
django__django-11206,1.2486557
django__django-11211,-0.78219414
django__django-11239,1.0017554
django__django-11265,0.8392681
django__django-11276,-1.255902
django__django-11292,-1.3569297
django__django-11299,0.60921603
django__django-11333,0.4418922
django__django-11400,6.925221
django__django-11433,2.6929514
django__django-11451,-1.0626882
django__django-11477,3.43184
django__django-11490,1.0110646
django__django-11532,0.2921599
django__django-11551,-2.4462564
django__django-11555,0.7531179
django__django-11603,-2.2606769
django__django-11728,3.4386091
django__django-11734,4.12158
django__django-11740,0.27028808
django__django-11749,-1.1618867
django__django-11790,1.5613164
django__django-11815,-0.5681004
django__django-11820,4.1287365
django__django-11848,1.1683091
django__django-11880,-3.0087888
django__django-11885,4.133307
django__django-11951,-1.5686685
django__django-11964,0.78448373
django__django-11999,-1.4424827
django__django-12039,0.041445874
django__django-12050,-1.9288758
django__django-12125,0.39742592
django__django-12143,-3.4289277
django__django-12155,-4.1266217
django__django-12193,-0.3199784
django__django-12209,-1.4475819
django__django-12262,-0.16858687
django__django-12273,1.6591941
django__django-12276,-1.4536779
django__django-12304,-0.16235168
django__django-12308,2.0644226
django__django-12325,1.9326049
django__django-12406,6.9244175
django__django-12419,-2.9833875
django__django-12663,0.56883913
django__django-12708,-0.36131233
django__django-12713,-1.2503132
django__django-12741,-0.50013065
django__django-12754,0.6128143
django__django-12774,0.36910382
django__django-12858,-0.48385173
django__django-12965,0.8410868
django__django-13012,-0.40426153
django__django-13023,0.15523422
django__django-13028,-0.91538984
django__django-13033,-0.16891803
django__django-13089,-2.4402268
django__django-13109,-2.9964597
django__django-13112,0.7738666
django__django-13121,0.41800615
django__django-13128,0.6293039
django__django-13158,-0.093712725
django__django-13195,6.899581
django__django-13212,6.916115
django__django-13279,-0.29172972
django__django-13297,0.7586756
django__django-13315,-0.285284
django__django-13343,-0.6197965
django__django-13344,6.9238954
django__django-13346,0.75724745
django__django-13363,-2.254049
django__django-13401,-0.35414615
django__django-13406,0.28023562
django__django-13410,-2.6877813
django__django-13417,-1.5606886
django__django-13449,0.3595667
django__django-13512,0.98914427
django__django-13513,6.9150424
django__django-13516,-1.671332
django__django-13551,1.0001281
django__django-13568,0.9452114
django__django-13569,-0.78707594
django__django-13590,-0.5536089
django__django-13658,-4.1334014
django__django-13670,-2.4589534
django__django-13741,-2.6966097
django__django-13786,-2.0753744
django__django-13794,2.6920786
django__django-13807,1.1672821
django__django-13809,-0.84703773
django__django-13810,-0.8632298
django__django-13820,-2.4464948
django__django-13821,-1.9341
django__django-13837,-1.1702836
django__django-13925,0.63936806
django__django-13933,-1.3574699
django__django-13964,0.36285892
django__django-14007,-0.42439467
django__django-14011,6.9163218
django__django-14017,-0.032121368
django__django-14034,6.9288626
django__django-14053,-0.98581296
django__django-14089,-3.4282432
django__django-14122,-0.36036673
django__django-14140,0.96065056
django__django-14155,6.919243
django__django-14170,6.919481
django__django-14238,-1.6663065
django__django-14311,0.69670963
django__django-14315,3.4282193
django__django-14349,-1.5681821
django__django-14351,0.6020387
django__django-14373,-6.9149423
django__django-14376,1.9374481
django__django-14404,1.1037655
django__django-14434,-0.4749179
django__django-14493,-1.2442429
django__django-14500,-0.85076725
django__django-14534,3.0175276
django__django-14539,-1.5611942
django__django-14559,-0.8348818
django__django-14580,0.4289316
django__django-14608,-0.8247619
django__django-14631,0.86032254
django__django-14672,-2.2511764
django__django-14725,3.441751
django__django-14752,-3.0118234
django__django-14765,-2.9948878
django__django-14771,0.09595429
django__django-14787,-1.4745617
django__django-14792,6.919283
django__django-14855,-4.139597
django__django-14915,-2.6777391
django__django-14999,-0.2172397
django__django-15022,-0.15757741
django__django-15037,0.3602028
django__django-15098,4.121836
django__django-15103,-0.49007246
django__django-15104,-4.1359463
django__django-15127,1.8236016
django__django-15128,0.09546311
django__django-15161,0.41080523
django__django-15252,6.939025
django__django-15268,0.566285
django__django-15277,-3.4267933
django__django-15278,-0.8480223
django__django-15280,4.1280537
django__django-15315,-2.0812008
django__django-15368,-2.4613118
django__django-15375,0.63663644
django__django-15380,-1.0117754
django__django-15382,-0.2263586
django__django-15467,-4.1187634
django__django-15499,-1.4426624
django__django-15503,2.264145
django__django-15525,-0.025354
django__django-15554,2.0888093
django__django-15561,-1.0846004
django__django-15563,2.1019053
django__django-15569,-2.4555686
django__django-15572,-1.2520853
django__django-15629,6.918792
django__django-15695,3.444737
django__django-15731,-2.2499342
django__django-15732,2.4726558
django__django-15741,-2.2463462
django__django-15814,-0.844845
django__django-15851,-2.0918536
django__django-15863,-1.0319337
django__django-15916,0.87007153
django__django-15930,-0.09391427
django__django-15957,6.9006047
django__django-15973,6.9270663
django__django-15987,-0.97499037
django__django-16032,0.20571294
django__django-16082,-0.21485575
django__django-16100,-0.57198864
django__django-16116,-0.9138259
django__django-16136,-0.7600563
django__django-16139,-2.9894388
django__django-16145,-1.6537937
django__django-16255,-3.408137
django__django-16256,6.911397
django__django-16263,6.9275217
django__django-16315,0.94534785
django__django-16333,-3.0003436
django__django-16429,-2.9846067
django__django-16454,1.1800059
django__django-16485,-1.9176682
django__django-16493,-1.802935
django__django-16502,6.938712
django__django-16527,-6.9169145
django__django-16560,1.6571573
django__django-16569,-3.415671
django__django-16595,-2.461185
django__django-16612,-1.5606676
django__django-16631,6.9169383
django__django-16642,-0.46404627
django__django-16661,0.18131496
django__django-16662,-1.6766347
django__django-16667,6.932565
django__django-16801,-2.6951747
django__django-16819,-0.92760533
django__django-16877,0.35101384
django__django-16899,-1.0805469
django__django-16901,-0.8574326
django__django-16938,1.8013135
django__django-16950,2.2456024
django__django-17029,-2.4488852
django__django-17084,1.0749402
django__django-17087,-0.34104323
django__django-7530,-1.5718098
django__django-9296,-2.6960158
matplotlib__matplotlib-13989,-1.0878825
matplotlib__matplotlib-14623,0.8298038
matplotlib__matplotlib-20488,2.270597
matplotlib__matplotlib-20676,1.5532231
matplotlib__matplotlib-20826,0.9815562
matplotlib__matplotlib-20859,-0.6365408
matplotlib__matplotlib-21568,6.9214025
matplotlib__matplotlib-22719,-2.4446597
matplotlib__matplotlib-22865,0.83890957
matplotlib__matplotlib-22871,0.8476058
matplotlib__matplotlib-23299,2.709132
matplotlib__matplotlib-23314,-0.6246834
matplotlib__matplotlib-23412,-0.9972337
matplotlib__matplotlib-23476,6.9177065
matplotlib__matplotlib-24026,-1.2572378
matplotlib__matplotlib-24149,-0.99669945
matplotlib__matplotlib-24177,4.1396365
matplotlib__matplotlib-24570,-0.9848293
matplotlib__matplotlib-24627,0.025122851
matplotlib__matplotlib-24637,-0.09778151
matplotlib__matplotlib-24870,6.922777
matplotlib__matplotlib-24970,-1.4435484
matplotlib__matplotlib-25122,-1.5755373
matplotlib__matplotlib-25287,-1.559228
matplotlib__matplotlib-25311,0.4243162
matplotlib__matplotlib-25332,0.028382152
matplotlib__matplotlib-25479,6.9195323
matplotlib__matplotlib-25775,0.29236454
matplotlib__matplotlib-25960,3.412788
matplotlib__matplotlib-26113,-1.8025835
matplotlib__matplotlib-26208,4.128636
matplotlib__matplotlib-26291,0.09620218
matplotlib__matplotlib-26342,-0.92578155
matplotlib__matplotlib-26466,6.9124274
mwaskom__seaborn-3069,1.1431797
mwaskom__seaborn-3187,2.4278638
pallets__flask-5014,-2.6749487
psf__requests-1142,-0.23855478
psf__requests-1724,-0.60455805
psf__requests-1766,-1.13946
psf__requests-1921,-0.22297512
psf__requests-2317,-0.6942
psf__requests-2931,1.1894643
psf__requests-5414,0.095032044
psf__requests-6028,4.126772
pydata__xarray-2905,-0.22292596
pydata__xarray-3095,0.16102889
pydata__xarray-3151,-0.84095687
pydata__xarray-3305,-0.76007956
pydata__xarray-3677,-2.250273
pydata__xarray-3993,0.5106802
pydata__xarray-4075,-2.9846404
pydata__xarray-4094,0.43212855
pydata__xarray-4356,-1.6771116
pydata__xarray-4629,-4.119696
pydata__xarray-4687,1.810427
pydata__xarray-4695,0.50550157
pydata__xarray-4966,-1.6809118
pydata__xarray-6461,-0.90990496
pydata__xarray-6599,0.7854505
pydata__xarray-6721,0.11058293
pydata__xarray-6744,0.3117136
pydata__xarray-6938,2.7124643
pydata__xarray-6992,6.93452
pydata__xarray-7229,6.9352612
pydata__xarray-7233,-1.3529674
pydata__xarray-7393,0.47002956
pylint-dev__pylint-4551,6.931719
pylint-dev__pylint-4604,6.937974
pylint-dev__pylint-4661,6.9147096
pylint-dev__pylint-4970,1.4641691
pylint-dev__pylint-6386,1.4831456
pylint-dev__pylint-6528,0.6260155
pylint-dev__pylint-6903,-6.904804
pylint-dev__pylint-7080,1.68379
pylint-dev__pylint-7277,-1.321907
pylint-dev__pylint-8898,2.090843
pytest-dev__pytest-10051,1.3899101
pytest-dev__pytest-10081,-0.7498896
pytest-dev__pytest-10356,6.9236135
pytest-dev__pytest-5262,-0.6256743
pytest-dev__pytest-5631,-0.9236581
pytest-dev__pytest-5787,1.554294
pytest-dev__pytest-5809,-4.1239176
pytest-dev__pytest-5840,6.930716
pytest-dev__pytest-6197,1.8273989
pytest-dev__pytest-6202,-4.1207304
pytest-dev__pytest-7205,-1.1504519
pytest-dev__pytest-7236,-0.2826408
pytest-dev__pytest-7324,1.4614954
pytest-dev__pytest-7432,-0.6724953
pytest-dev__pytest-7490,0.32396927
pytest-dev__pytest-7521,-0.19483581
pytest-dev__pytest-7571,-1.246094
pytest-dev__pytest-7982,-2.0802915
pytest-dev__pytest-8399,-2.254013
scikit-learn__scikit-learn-10297,-2.99679
scikit-learn__scikit-learn-10844,-6.9136543
scikit-learn__scikit-learn-10908,0.495
scikit-learn__scikit-learn-11310,-1.4580933
scikit-learn__scikit-learn-11578,-2.7170565
scikit-learn__scikit-learn-12585,-4.1213064
scikit-learn__scikit-learn-12682,0.2831323
scikit-learn__scikit-learn-12973,-0.7651327
scikit-learn__scikit-learn-13124,0.21361566
scikit-learn__scikit-learn-13135,-1.2522454
scikit-learn__scikit-learn-13142,-1.1817685
scikit-learn__scikit-learn-13328,-1.927121
scikit-learn__scikit-learn-13439,-1.9299793
scikit-learn__scikit-learn-13496,-1.674765
scikit-learn__scikit-learn-13779,-1.6706187
scikit-learn__scikit-learn-14053,-1.8135047
scikit-learn__scikit-learn-14087,0.504024
scikit-learn__scikit-learn-14141,-2.446701
scikit-learn__scikit-learn-14496,-4.1179676
scikit-learn__scikit-learn-14629,2.1058064
scikit-learn__scikit-learn-14710,-1.0285033
scikit-learn__scikit-learn-14894,-2.9986448
scikit-learn__scikit-learn-14983,1.0862782
scikit-learn__scikit-learn-15100,-2.2423851
scikit-learn__scikit-learn-25102,0.9869934
scikit-learn__scikit-learn-25232,-0.5687659
scikit-learn__scikit-learn-25747,1.5583472
scikit-learn__scikit-learn-25931,-0.6305804
scikit-learn__scikit-learn-25973,-0.3563491
scikit-learn__scikit-learn-26194,3.0090115
scikit-learn__scikit-learn-26323,-0.91701084
scikit-learn__scikit-learn-9288,-0.77790946
sphinx-doc__sphinx-10323,0.8723851
sphinx-doc__sphinx-10435,4.1435933
sphinx-doc__sphinx-10449,0.48509964
sphinx-doc__sphinx-10466,-0.90494317
sphinx-doc__sphinx-10614,3.4208221
sphinx-doc__sphinx-10673,0.23105747
sphinx-doc__sphinx-11445,0.8549147
sphinx-doc__sphinx-11510,6.9301877
sphinx-doc__sphinx-7440,-0.6836454
sphinx-doc__sphinx-7454,0.64515984
sphinx-doc__sphinx-7462,6.917392
sphinx-doc__sphinx-7590,6.9098434
sphinx-doc__sphinx-7748,6.9270225
sphinx-doc__sphinx-7757,0.56513464
sphinx-doc__sphinx-7889,-0.5489659
sphinx-doc__sphinx-7910,-0.30743968
sphinx-doc__sphinx-7985,3.4088178
sphinx-doc__sphinx-8035,0.29542854
sphinx-doc__sphinx-8056,2.0709202
sphinx-doc__sphinx-8120,-0.40908644
sphinx-doc__sphinx-8265,3.0065124
sphinx-doc__sphinx-8269,-0.76594347
sphinx-doc__sphinx-8459,0.38418132
sphinx-doc__sphinx-8475,-0.9247396
sphinx-doc__sphinx-8548,3.4211595
sphinx-doc__sphinx-8551,1.3470014
sphinx-doc__sphinx-8593,0.6206765
sphinx-doc__sphinx-8595,-1.3514342
sphinx-doc__sphinx-8621,1.3509787
sphinx-doc__sphinx-8638,3.438558
sphinx-doc__sphinx-8721,-1.783624
sphinx-doc__sphinx-9229,6.919892
sphinx-doc__sphinx-9230,1.2619767
sphinx-doc__sphinx-9258,1.2313727
sphinx-doc__sphinx-9281,-0.40601298
sphinx-doc__sphinx-9320,-1.794001
sphinx-doc__sphinx-9367,-1.6604899
sphinx-doc__sphinx-9461,6.913199
sphinx-doc__sphinx-9591,1.5685269
sphinx-doc__sphinx-9602,3.4367995
sphinx-doc__sphinx-9658,1.0789231
sphinx-doc__sphinx-9673,0.09594928
sphinx-doc__sphinx-9698,-1.1496235
sphinx-doc__sphinx-9711,-1.3447573
sympy__sympy-11618,-1.269746
sympy__sympy-12096,-2.6956918
sympy__sympy-12419,0.2718422
sympy__sympy-12481,-0.68389356
sympy__sympy-12489,3.427373
sympy__sympy-13031,1.0684545
sympy__sympy-13091,2.076296
sympy__sympy-13372,-1.3720453
sympy__sympy-13480,-3.408572
sympy__sympy-13551,0.82967114
sympy__sympy-13615,1.0006106
sympy__sympy-13647,-1.4645745
sympy__sympy-13757,0.61045444
sympy__sympy-13798,2.6923385
sympy__sympy-13852,6.9204655
sympy__sympy-13877,1.1080416
sympy__sympy-13878,0.34447944
sympy__sympy-13974,2.2730167
sympy__sympy-14248,6.908378
sympy__sympy-14531,-0.27980042
sympy__sympy-14711,-1.373765
sympy__sympy-14976,0.17064206
sympy__sympy-15017,0.61442655
sympy__sympy-15345,0.6854216
sympy__sympy-15349,-0.8303067
sympy__sympy-15599,1.7920014
sympy__sympy-15809,-0.17747042
sympy__sympy-15875,0.028366154
sympy__sympy-15976,1.9356004
sympy__sympy-16450,-1.449757
sympy__sympy-16597,6.9199395
sympy__sympy-16766,-2.987133
sympy__sympy-16792,0.013352609
sympy__sympy-16886,-2.2498384
sympy__sympy-17139,-0.44814762
sympy__sympy-17318,2.726226
sympy__sympy-17630,6.9399724
sympy__sympy-17655,-0.48126867
sympy__sympy-18189,-0.77181166
sympy__sympy-18199,6.924772
sympy__sympy-18211,0.43252057
sympy__sympy-18698,1.6776428
sympy__sympy-18763,0.072851226
sympy__sympy-19040,2.0723796
sympy__sympy-19346,-1.1808624
sympy__sympy-19495,0.028353272
sympy__sympy-19637,-1.9444679
sympy__sympy-19783,0.4856566
sympy__sympy-19954,-1.1706966
sympy__sympy-20154,-1.0803508
sympy__sympy-20428,6.9666657
sympy__sympy-20438,6.9088554
sympy__sympy-20590,0.5562105
sympy__sympy-20801,-0.5628399
sympy__sympy-20916,2.9900038
sympy__sympy-21379,0.69657516
sympy__sympy-21596,6.93361
sympy__sympy-21612,4.13977
sympy__sympy-21847,-1.4688169
sympy__sympy-21930,6.9124784
sympy__sympy-22080,4.1362605
sympy__sympy-22456,-0.7696902
sympy__sympy-22714,-1.0866977
sympy__sympy-22914,-2.2508104
sympy__sympy-23262,-0.22773866
sympy__sympy-23413,2.2427053
sympy__sympy-23534,-1.69246
sympy__sympy-23824,-1.3336635
sympy__sympy-23950,-0.7706555
sympy__sympy-24066,-0.841161
sympy__sympy-24213,-2.4797103
sympy__sympy-24443,-1.9295653
sympy__sympy-24539,-2.2551336
sympy__sympy-24562,0.7591586
sympy__sympy-24661,-0.9182271
